609.180722891566	177.848888888889
1032.45180722892	509.688888888889
1009.57228915663	828.515555555556
963.813253012048	683.2
944.746987951807	733.084444444444
994.319277108434	976
224.042168674699	288.462222222222
126	652.5
750.271084337349	190.862222222222
982.879518072289	106.275555555556
1017	280.5
1001.94578313253	429.44
963.813253012048	318.826666666667
872.295180722891	455.466666666667
841.789156626506	639.822222222222
674.006024096386	754.773333333333
635.873493975904	80.2488888888888
826.536144578313	67.2355555555556
971.439759036145	594.275555555555
269.801204819277	490.168888888889
319.373493975904	594.275555555555
441.397590361446	691.875555555556
540.542168674699	756.942222222222
590.114457831325	279.786666666667
342.253012048193	362.204444444444
506.222891566265	264.604444444444
849.415662650602	325.333333333333
704.512048192771	307.982222222222
555.795180722892	392.568888888889
658.753012048193	418.595555555556
788.403614457831	431.608888888889
380.385542168675	472.817777777778
494.78313253012	635.484444444444
475.71686746988	503.182222222222
712.138554216867	574.755555555556
574.861445783132	542.222222222222
1233	121.5
1399	415.5
1370	513.5
1245.99397590361	756.942222222222
1146.84939759036	858.88
1314.63253012048	661.511111111111
1207	184.5
1405	258.5
1493	358.5
1549	470.5
1565	559.5
1538	640.5
1287	89.5
1510	745.5
1060	267.5
1102	245.5
1261	331.5
708.325301204819	0
1181	237.5
1220	275.5
948.560240963855	19.52
1123.96987951807	30.3644444444444
1352	93.5
1526	145.5
1531	239.5
1665	236.5
951	195.5
